Id;Name;Country;JapName;Adaptability;Photo;Photo_file;EditName;EditCountry;EditPhoto;EditIntern;Value1;Value2;Value3;Value4;Value5;Value6
283;Gustavo Enrique Domingo Quinteros Desabato;145;グスタボ キンテロス;91;0;;False;False;False;False;0;0;0;-1;-1;-1
297;Paulo Alexandre Rodrigues Fonseca;228;パウロ フォンセカ;101;0;;False;False;False;False;0;0;0;-1;-1;-1
302;Angelos 'Ange' Postecoglou;162;アンジェ ポステコグルー;110;0;;False;False;False;False;0;0;0;-1;-1;-1
309;Armando Gonçalves 'Petit' Teixeira;228;プティ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
311;Paulo Sérgio Bento Brito;228;パウロ セルジオ;105;0;;False;False;False;False;0;0;0;-1;-1;-1
313;Pedro Rui da Mota Vieira Martins;228;ペドロ マルティンス;103;0;;False;False;False;False;0;0;0;-1;-1;-1
322;Kent Nielsen;203;ケント ニルスン;84;0;;False;False;False;False;0;0;0;-1;-1;-1
325;Ole Gunnar Solskjær;226;オレ グンナー スールシャール;94;0;;False;False;False;False;0;0;0;-1;-1;-1
329;Matías Jesús Almeyda;144;マティアス アルメイダ;89;0;;False;False;False;False;0;0;0;-1;-1;-1
332;Omar De Felippe;144;オマール デ フェリペ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
350;Ronald Koeman;224;ロナルト クーマン;120;0;;False;False;False;False;0;0;0;-1;-1;-1
352;Michael Skibbe;210;ミヒャエル スキッベ;86;0;;False;False;False;False;0;0;0;-1;-1;-1
354;Roberto Stellone;215;ロベルト ステッローネ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
359;Alain Casanova;208;アラン カサノヴァ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
372;Stefano Pioli;215;ステファノ ピオーリ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
375;Filippo 'Pippo' Inzaghi;215;フィリッポ インザーギ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
415;Guillermo Jorge Almada Alves;152;ギジェルモ アルマダ;104;0;;False;False;False;False;0;0;0;-1;-1;-1
418;Pedro Miguel Faria Caixinha;228;ペドロ カイシーニャ;106;0;;False;False;False;False;0;0;0;-1;-1;-1
420;Juan Máximo Reynoso Guzmán;151;フアン レイノーソ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
422;Roberto Orlando Mosquera Vera;151;ロベルト モスケラ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
425;Ángel David Comizzo Leiva;144;アンヘル コミッソ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
436;Maurizio Sarri;215;マウリツィオ サッリ;120;0;;False;False;False;False;0;0;0;-1;-1;-1
437;Massimiliano Allegri;215;マッシミリアーノ アッレグリ;115;0;;False;False;False;False;0;0;0;-1;-1;-1
454;Alfred Schreuder;224;アルフレド スフリューデル;106;0;;False;False;False;False;0;0;0;-1;-1;-1
469;R. Deila;226;ロニー デイラ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
470;Miguel Ernesto Herrera Aguirre;124;ミゲル エレーラ;101;0;;False;False;False;False;0;0;0;-1;-1;-1
478;Marcelo Daniel Gallardo;144;マルセロ ガジャルド;115;0;;False;False;False;False;0;0;0;-1;-1;-1
484;Fabrizio Castori;215;ファブリツィオ カストリ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
485;Roberto D'Aversa;215;ロベルト ダヴェルサ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
488;Diego Martín Cocca;144;ディエゴ コッカ;86;0;;False;False;False;False;0;0;0;-1;-1;-1
498;Julio César Falcioni;144;フリオ ファルシオニ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
1013;G. Escamilla;144;ジェラール エスカミーリャ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
1044;Juan J. Loyola;144;ファン ホセ ロヨラ;54;0;;False;False;False;False;0;0;0;-1;-1;-1
1081;Pedro Loiola;144;ペドロ ロイオラ;101;0;;False;False;False;False;0;0;0;-1;-1;-1
1128;E. Scheinpflug;194;エリク シャインプフルーク;77;0;;False;False;False;False;0;0;0;-1;-1;-1
1164;B. van Dongen;197;バルテルト ファン ドンヘン;53;0;;False;False;False;False;0;0;0;-1;-1;-1
1199;Quiqe Colomer;147;キケ コロメール;59;0;;False;False;False;False;0;0;0;-1;-1;-1
1240;E. Cushing;204;エルヴィス カッシング;59;0;;False;False;False;False;0;0;0;-1;-1;-1
1247;S. Locke;204;サイ ロック;67;0;;False;False;False;False;0;0;0;-1;-1;-1
1253;A. Hansson;204;アルダス ハンセン;69;0;;False;False;False;False;0;0;0;-1;-1;-1
1258;M. Dutruel;208;マニュエル デュトルエル;104;0;;False;False;False;False;0;0;0;-1;-1;-1
1259;S. Courcel;208;スティーブ クールセル;56;0;;False;False;False;False;0;0;0;-1;-1;-1
1262;M. Comas;208;マティアス コマス;57;0;;False;False;False;False;0;0;0;-1;-1;-1
1264;S. Delagrange;208;サンディ ドラグランジュ;62;0;;False;False;False;False;0;0;0;-1;-1;-1
1278;F. Meynard;208;フランシス メナール;50;0;;False;False;False;False;0;0;0;-1;-1;-1
1283;C. Millet;208;シャルロ ミレー;73;0;;False;False;False;False;0;0;0;-1;-1;-1
1384;E. Gasquet;208;エドメ ガスケ;50;0;;False;False;False;False;0;0;0;-1;-1;-1
1386;G. Conversi;208;ガブリエル コンヴェルシ;54;0;;False;False;False;False;0;0;0;-1;-1;-1
1387;G. Bergson;208;ジルベール ベルクソン;73;0;;False;False;False;False;0;0;0;-1;-1;-1
1397;A. Sawallisch;210;アルヌルフ サヴァリッシュ;45;0;;False;False;False;False;0;0;0;-1;-1;-1
1399;M. Tauscher;210;マルク アンドレ タウシャー;84;0;;False;False;False;False;0;0;0;-1;-1;-1
1416;R. Drescher;210;ライヒアルト ドレシャー;103;0;;False;False;False;False;0;0;0;-1;-1;-1
1488;A. Senesie;210;アウグストス ゼネジー;71;0;;False;False;False;False;0;0;0;-1;-1;-1
1550;A. Slupianek;210;アルトゥール スルピアネク;49;0;;False;False;False;False;0;0;0;-1;-1;-1
1551;H. Bieler;210;ヘンドリク ビエラー;72;0;;False;False;False;False;0;0;0;-1;-1;-1
2245;Tommy Baltolome;236;トミー バルトロメ;68;0;;False;False;False;False;0;0;0;-1;-1;-1
2249;Nicanor Clos;236;ニカノール クロ;103;0;;False;False;False;False;0;0;0;-1;-1;-1
2251;Josetxo Nozal;236;ホセチョ ノサル;102;0;;False;False;False;False;0;0;0;-1;-1;-1
2283;I. Vietoris;238;イルミン フィートリス;51;0;;False;False;False;False;0;0;0;-1;-1;-1
2292;B. Smither;135;ブルース スマイサー;65;0;;False;False;False;False;0;0;0;-1;-1;-1
2295;Regino Mison;152;レジーノ ミソン;75;0;;False;False;False;False;0;0;0;-1;-1;-1
2344;Z. Duberry;241;ザック デュベリー;63;0;;False;False;False;False;0;0;0;-1;-1;-1
2356;K. Turk;190;ケレム テュルク;56;0;;False;False;False;False;0;0;0;-1;-1;-1
2373;D. Hagan;232;ダグ ヘイガン;49;0;;False;False;False;False;0;0;0;-1;-1;-1
2388;O. Sevgi;190;オナン セヴギ;103;0;;False;False;False;False;0;0;0;-1;-1;-1
2399;P. Clausen;203;パウル クラウセン;77;0;;False;False;False;False;0;0;0;-1;-1;-1
2405;M. Gibelli;215;ミケランジェロ ジベッリ;50;0;;False;False;False;False;0;0;0;-1;-1;-1
2421;İ. Turk;190;イスメト テュルク;103;0;;False;False;False;False;0;0;0;-1;-1;-1
2427;H. Strjom;203;ハンス ストレーム;102;0;;False;False;False;False;0;0;0;-1;-1;-1
2448;E. Karabulut;190;エムレ カラブルト;60;0;;False;False;False;False;0;0;0;-1;-1;-1
2501;F. Maini;215;ファブリツィオ マイーニ;67;0;;False;False;False;False;0;0;0;-1;-1;-1
2547;L. Barazza;215;リーノ バラッツァ;50;0;;False;False;False;False;0;0;0;-1;-1;-1
2611;R. Tosatto;215;ロブソン トザット;63;0;;False;False;False;False;0;0;0;-1;-1;-1
4001;P. David;208;フィリップ ダヴィド;51;0;;False;False;False;False;0;0;0;-1;-1;-1
100125;Gerardo Cono Pelusso Boyrie;197;コル ブール;62;0;;False;False;False;False;0;0;0;-1;-1;-1
100153;Malcolm George 'Malky' Mackay;232;マーキー マッケイ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
100160;Domenico 'Mimmo' Di Carlo;215;ドメニコ ディ カルロ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100161;Rolando Maran;215;ロランド マラン;88;0;;False;False;False;False;0;0;0;-1;-1;-1
100162;Luis Diego López Breijo;152;ディエゴ ロペス;88;0;;False;False;False;False;0;0;0;-1;-1;-1
100163;Ivan Javorčić;200;イヴァン ヤヴォルチッチ;78;0;;False;False;False;False;0;0;0;-1;-1;-1
100167;Pasquale Marino;215;パスクアーレ マリノ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
100168;Joseph Anthonius 'John' van den Brom;224;ジョン ファン デン ブロム;110;0;;False;False;False;False;0;0;0;-1;-1;-1
100180;Ranko Popović;194;ランコ ポポヴィッチ;59;0;;False;False;False;False;0;0;0;-1;-1;-1
100184;Vítor Manuel de Oliveira Lopes Pereira;228;ヴィートル ペレイラ;89;0;;False;False;False;False;0;0;0;-1;-1;-1
100185;Hamza Hamzaoğlu;190;ハムザ ハムザオウル;87;0;;False;False;False;False;0;0;0;-1;-1;-1
100191;Diego Vicente 'La Fiera' Aguirre Camblor;152;ディエゴ アギーレ;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100194;Giovanni Christiaan van Bronckhorst;224;ファン ブロンクホルスト;94;0;;False;False;False;False;0;0;0;-1;-1;-1
100197;Gabriel Alejandro Milito;144;ガブリエル ミリート;76;0;;False;False;False;False;0;0;0;-1;-1;-1
100202;Lee David Johnson;204;リー ジョンソン;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100216;Roberto De Zerbi;215;ロベルト デ ゼルビ;117;0;;False;False;False;False;0;0;0;-1;-1;-1
100227;Néstor Raúl Gorosito;144;ネストル ゴロジト;75;0;;False;False;False;False;0;0;0;-1;-1;-1
100230;Ricardo 'Tuca' Ferretti de Oliveira;146;ヒカルド フェヘッチ;112;0;;False;False;False;False;0;0;0;-1;-1;-1
100237;José Mário dos Santos Mourinho Félix;228;ジョゼ モウリーニョ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100249;Mihailo Petrović;194;ミハイロ ペトロヴィッチ;110;0;;False;False;False;False;0;0;0;-1;-1;-1
100300;Sebastián Ariel Méndez Pardiñas;144;セバスティアン メンデス;76;0;;False;False;False;False;0;0;0;-1;-1;-1
100301;Leonardo Carol Madelón;144;レオナルド マデロン;64;0;;False;False;False;False;0;0;0;-1;-1;-1
100340;Domenico Toscano;215;ドメニコ トスカーノ;86;0;;False;False;False;False;0;0;0;-1;-1;-1
100342;Alfredo Aglietti;215;アルフレード アッリェッティ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
100346;Giovanni Stroppa;215;ジョヴァンニ ストロッパ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
100348;Ivo Ricardo Abreu Vieira;228;イヴォ ヴィエイラ;112;0;;False;False;False;False;0;0;0;-1;-1;-1
100355;Ricardo Alberto Zielinski;144;リカルド シエリンスキ;65;0;;False;False;False;False;0;0;0;-1;-1;-1
100372;Luca D'Angelo;215;ルカ ダンジェロ;95;0;;False;False;False;False;0;0;0;-1;-1;-1
100373;Andrea Sottil;215;アンドレア ソッティル;81;0;;False;False;False;False;0;0;0;-1;-1;-1
100398;Kenta Hasegawa;13;長谷川 健太;65;0;;False;False;False;False;0;0;0;-1;-1;-1
100408;Juan Manuel Azconzábal;144;フアン アスコンサバル;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100452;Graham Alexander;204;グラハム アレクサンダー;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100454;Sergio Gabriel Rondina;144;セルヒオ ロンディナ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100458;Gustavo Iván Coleoni;144;グスタボ コレオニ;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100459;Iván Raúl Delfino;144;イバン デルフィノ;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100468;Lluis Planagumà;236;リュイス プラナグマ;101;0;;False;False;False;False;0;0;0;-1;-1;-1
100484;Armando Evangelista Macedo Freitas;228;アルマンド エヴァンジェリスタ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
100507;Jadet 'Sir Det' Meelarp;36;ジャデー ミラープ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
100510;Cristian Bucchi;215;クリスティアン ブッキ;92;0;;False;False;False;False;0;0;0;-1;-1;-1
100521;Massimiliano Alvini;215;マッシミリアーノ アルヴィーニ;95;0;;False;False;False;False;0;0;0;-1;-1;-1
100528;Ricardo Rodríguez Suárez;236;リカルド ロドリゲス;110;0;;False;False;False;False;0;0;0;-1;-1;-1
100538;António Jorge Rocha Simão;228;ジョルジェ シモン;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100555;Francisco Martín 'Pako' Ayestarán Barandiarán;236;パコ アジェスタラン;76;0;;False;False;False;False;0;0;0;-1;-1;-1
100562;Álvaro Gutiérrez Felscher;152;アルバロ グティエレス;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100612;Tatsuma Yoshida;13;吉田 達磨;104;0;;False;False;False;False;0;0;0;-1;-1;-1
100642;Fernando Berón;144;フェルナンド ベロン;87;0;;False;False;False;False;0;0;0;-1;-1;-1
100644;Hein Vanhaezebrouck;197;ハイン ファンハエゼブラウク;108;0;;False;False;False;False;0;0;0;-1;-1;-1
100650;Aílton dos Santos Silva;146;アイウトン シウヴァ;69;0;;False;False;False;False;0;0;0;-1;-1;-1
100663;Mario Alfredo Sciacqua;144;マリオ シャクワ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100671;Vítor Fernando de Carvalho Campelos;228;ヴィートル カンペロス;70;0;;False;False;False;False;0;0;0;-1;-1;-1
100672;Ariel Enrique Holan;144;アリエル オラン;101;0;;False;False;False;False;0;0;0;-1;-1;-1
100673;Claudio Alejandro Vivas;144;クラウディオ ビバス;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100689;Alfons 'Fons' Groenendijk;224;アルフォンス フルネンデイク;80;0;;False;False;False;False;0;0;0;-1;-1;-1
100690;Erik ten Hag;224;エリク テン ハフ;115;0;;False;False;False;False;0;0;0;-1;-1;-1
100693;Carlos Augusto Soares da Costa Faria Carvalhal;228;カルロス カルヴァリャル;112;0;;False;False;False;False;0;0;0;-1;-1;-1
100695;Ricardo Manuel Andrade e Silva Sá Pinto;228;サ ピント;75;0;;False;False;False;False;0;0;0;-1;-1;-1
100702;Gustavo Adolfo Munúa Vera;152;グスタボ ムヌア;81;0;;False;False;False;False;0;0;0;-1;-1;-1
100706;Luis Francisco Zubeldía;144;ルイス スベルディア;105;0;;False;False;False;False;0;0;0;-1;-1;-1
100719;Hernán Jorge Crespo;144;エルナン クレスポ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100720;Eduardo Rodrigo Domínguez;144;エドゥアルド ドミンゲス;88;0;;False;False;False;False;0;0;0;-1;-1;-1
100721;José Miguel 'Míchel' González Martín del Campo;236;ミチェル;107;0;;False;False;False;False;0;0;0;-1;-1;-1
100727;Sebastián Andrés Beccacece;144;セバスティアン ベッカセセ;96;0;;False;False;False;False;0;0;0;-1;-1;-1
100753;David Wagner;210;ダヴィド ヴァグナー;83;0;;False;False;False;False;0;0;0;-1;-1;-1
100767;Mustafa Denizli;190;ムスタファ デニズリ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
100794;Ante Čačić;200;アンテ チャチッチ;104;0;;False;False;False;False;0;0;0;-1;-1;-1
100795;Bernd Storck;210;ベルント シュトルク;108;0;;False;False;False;False;0;0;0;-1;-1;-1
100803;Hiroshi Jofuku;13;城福 浩;60;0;;False;False;False;False;0;0;0;-1;-1;-1
100812;Roberto Venturato;215;ロベルト ヴェントゥラート;84;0;;False;False;False;False;0;0;0;-1;-1;-1
100816;Cristian Brocchi;215;クリスティアン ブロッキ;96;0;;False;False;False;False;0;0;0;-1;-1;-1
100817;Simone Inzaghi;215;シモーネ インザーギ;115;0;;False;False;False;False;0;0;0;-1;-1;-1
100821;André Breitenreiter;210;アンドレ ブライテンライター;98;0;;False;False;False;False;0;0;0;-1;-1;-1
100849;Gustavo Álvarez;144;グスタボ アルバレス;69;0;;False;False;False;False;0;0;0;-1;-1;-1
100851;Bruno Tedino;215;ブルーノ テディーノ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
100853;Frank Darío Kudelka;144;フランク クデルカ;107;0;;False;False;False;False;0;0;0;-1;-1;-1
100869;José Ricardo Mannarino;146;ゼ リカルド;88;0;;False;False;False;False;0;0;0;-1;-1;-1
100883;André Soares Jardine;146;アンドレ ジャルディネ;104;0;;False;False;False;False;0;0;0;-1;-1;-1
100885;Fabio Pecchia;215;ファビオ ペッキア;96;0;;False;False;False;False;0;0;0;-1;-1;-1
100886;Moreno Longo;215;モレノ ロンゴ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
100897;Jean-Louis Garcia;208;ジャン ルイ ガルシア;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100899;Pedro Miguel Marques 'Pepa' da Costa Filipe;228;ペパ;83;0;;False;False;False;False;0;0;0;-1;-1;-1
100911;Fábio Luiz Carille de Araújo;146;ファビオ カリーレ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
100926;Martín Anastacio;144;マルティン アナスタシオ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100936;Vasco César Freire de Seabra;228;ヴァスコ セアブラ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
100940;Rogério Mücke Ceni;146;ホジェリオ セニ;99;0;;False;False;False;False;0;0;0;-1;-1;-1
100944;José Ricardo Soares Ribeiro;228;リカルド ソアレス;85;0;;False;False;False;False;0;0;0;-1;-1;-1
100946;Ángel Guillermo Hoyos Marchisio;144;ギジェルモ オヨス;74;0;;False;False;False;False;0;0;0;-1;-1;-1
100961;Masatada Ishii;13;石井 正忠;82;0;;False;False;False;False;0;0;0;-1;-1;-1
100962;Toru Oniki;13;鬼木 達;115;0;;False;False;False;False;0;0;0;-1;-1;-1
100969;Totchtawan 'Ban' Sripan;36;トッチタワン スリパーン;102;0;;False;False;False;False;0;0;0;-1;-1;-1
100973;Fabio Liverani;215;ファビオ リヴェラーニ;90;0;;False;False;False;False;0;0;0;-1;-1;-1
101041;René Weiler;238;レネ ヴァイラー;79;0;;False;False;False;False;0;0;0;-1;-1;-1
101068;Peter Zeidler;210;ペーター ツィードラー;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101069;Fabio Grosso;215;ファビオ グロッソ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
101072;Nicolás Ricardo Larcamón;144;ニコラス ラルカモン;91;0;;False;False;False;False;0;0;0;-1;-1;-1
101081;Raphaël Wicky;238;ラファエル ヴィッキー;90;0;;False;False;False;False;0;0;0;-1;-1;-1
101099;Alfredo Jesús Berti;144;アルフレッド ベルティ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
101103;Răzvan Lucescu;229;ラズヴァン ルチェスク;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101119;Yves Vanderhaeghe;197;イヴ ファンデルヘーゲ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
101144;Nélson 'Nelsinho' Baptista Júnior;146;ネルシーニョ バチスタ;66;0;;False;False;False;False;0;0;0;-1;-1;-1
101151;Diego Omar Dabove;144;ディエゴ ダボベ;79;0;;False;False;False;False;0;0;0;-1;-1;-1
101154;João Alexandre Oliveira Nunes Henriques;228;ジョアン エンリケス;79;0;;False;False;False;False;0;0;0;-1;-1;-1
101160;Jindřich Trpišovský;202;インドジフ トルピショフスキ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
101179;Abdullah Mucib Avcı;190;アブドゥラー アヴジュ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101181;Miguel Ángel Lotina Oruechebarría;236;ロティーナ;60;0;;False;False;False;False;0;0;0;-1;-1;-1
101184;Massimo Ficcadenti;215;マッシモ フィッカデンティ;59;0;;False;False;False;False;0;0;0;-1;-1;-1
101199;Gregorio Elso Pérez Perdigón;152;グレゴリオ ペレス;79;0;;False;False;False;False;0;0;0;-1;-1;-1
101202;Francky Dury;197;フランキー デュリ;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101207;Derek John McInnes;232;デレク マキネス;91;0;;False;False;False;False;0;0;0;-1;-1;-1
101208;Marius Ninel Șumudică;229;マリウス シュムディカ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101209;T. Hori;13;堀 孝史;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101213;Masaaki Yanagishita;13;柳下 正明;61;0;;False;False;False;False;0;0;0;-1;-1;-1
101228;Stephen Robinson;225;スティーヴン ロビンソン;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101229;Yoon Jong-Hwan;16;ユン ジョンファン;64;0;;False;False;False;False;0;0;0;-1;-1;-1
101237;Sergei Bogdanovich Semak;230;セルゲイ セマク;95;0;;False;False;False;False;0;0;0;-1;-1;-1
101243;S. Yomoda;13;四方田 修平;102;0;;False;False;False;False;0;0;0;-1;-1;-1
101247;Rıza Çalımbay;190;リザ チャルンバイ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
101248;Takeshi Oki;13;大木 武;86;0;;False;False;False;False;0;0;0;-1;-1;-1
101251;Cho Kwi-jae;16;チョウ キジェ;65;0;;False;False;False;False;0;0;0;-1;-1;-1
101254;Bo Henriksen;203;ボ ヘンレクスン;93;0;;False;False;False;False;0;0;0;-1;-1;-1
101257;Giorgio Contini;238;ジョルジョ コンティーニ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
101258;Takahiro Shimotaira;13;下平 隆宏;106;0;;False;False;False;False;0;0;0;-1;-1;-1
101269;Felice Mazzù;197;フェリス マズ;93;0;;False;False;False;False;0;0;0;-1;-1;-1
101287;Naoki Soma;13;相馬 直樹;64;0;;False;False;False;False;0;0;0;-1;-1;-1
101291;Thomas Thomasberg;203;トマス トマスベア;89;0;;False;False;False;False;0;0;0;-1;-1;-1
101292;David Jean Nielsen;203;デーヴィズ ニルスン;99;0;;False;False;False;False;0;0;0;-1;-1;-1
101293;Jess Thorup;203;イェス トーロプ;102;0;;False;False;False;False;0;0;0;-1;-1;-1
101299;Okan Buruk;190;オカン ブルク;86;0;;False;False;False;False;0;0;0;-1;-1;-1
101321;Karim Belhocine;208;カリム ベロサン;106;0;;False;False;False;False;0;0;0;-1;-1;-1
101330;Philippe Clement;197;フィリップ クレモン;101;0;;False;False;False;False;0;0;0;-1;-1;-1
101334;Jonas De Roeck;197;ヨナス デ ルーク;103;0;;False;False;False;False;0;0;0;-1;-1;-1
101358;Adnan Čustović;198;アドナン チュストヴィッチ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
101366;Erol Bulut;190;エロル ブルト;88;0;;False;False;False;False;0;0;0;-1;-1;-1
101371;Takashi Kiyama;13;木山 隆之;79;0;;False;False;False;False;0;0;0;-1;-1;-1
101377;Akira Ito;13;伊藤 彰;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101384;Tomohiro Katanosaka;13;片野坂 知宏;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101393;M. Harasaki;13;原崎 政人;62;0;;False;False;False;False;0;0;0;-1;-1;-1
101428;Takayuki Yoshida;13;吉田 孝行;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101461;I. Ambriz;124;イグナシオ アンブリス;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101467;R. Cristante;144;ロナルド クリスタンテ;89;0;;False;False;False;False;0;0;0;-1;-1;-1
101491;Franco Foda;210;フランコ フォーダ;94;0;;False;False;False;False;0;0;0;-1;-1;-1
101520;Tsuyoshi Otsuki;13;大槻 毅;77;0;;False;False;False;False;0;0;0;-1;-1;-1
101521;Shigetoshi Hasebe;13;長谷部 茂利;60;0;;False;False;False;False;0;0;0;-1;-1;-1
101522;Ali Rıza Sergen Yalçın;190;セルゲン ヤルチュン;102;0;;False;False;False;False;0;0;0;-1;-1;-1
101523;Gerardo Seoane Castro;238;ヘラルド セオアネ;105;0;;False;False;False;False;0;0;0;-1;-1;-1
